node_id,x,y,degree,node_type,elevation_m,demand_lps,service_area_m2,pressure_m,head_m,cluster,f1_topology,dma_mean_elev,f2_elevation,dma_p_lo,dma_p_hi,f3_pressure,dma_mean_demand,f4_demand,passed,selected
J29,280466.595,2116007.581,4,junction,40.77,0.03796,2278.6,34.95,75.72,3,True,42.5,False,27.81,35.73,False,0.04089285714285714,False,False,False
J30,280468.373,2115951.643,3,junction,42.31,0.10456,6275.6,33.34,75.65,3,True,42.5,False,27.81,35.73,False,0.04089285714285714,True,False,False
J31,280498.22,2116031.073,4,junction,36.71,0.02256,1354.2,39.01,75.72,3,True,42.5,False,27.81,35.73,True,0.04089285714285714,False,False,False
J32,280515.731,2117181.222,4,junction,44.21,0.38162,22905.1,65.2,109.41,1,True,44.577999999999996,False,52.72,66.21,False,0.2977485,True,False,False
J33,280519.063,2116005.265,3,junction,41.56,0.09719,5833.3,34.16,75.72,3,True,42.5,False,27.81,35.73,False,0.04089285714285714,True,False,False
J34,280523.78,2116030.826,4,junction,39.63,0.06053,3633.2,36.09,75.72,3,True,42.5,False,27.81,35.73,True,0.04089285714285714,True,False,False
J35,280527.785,2117472.59,1,dead_end,53.3,0.36426,21862.6,56.64,109.94,2,True,54.91976744186047,False,49.51,58.98,False,0.062293604651162786,True,False,False
J36,280552.471,2116874.651,1,dead_end,46.31,0.08794,5278.4,63.95,110.26,1,True,44.577999999999996,True,52.72,66.21,False,0.2977485,False,False,False
J37,280557.697,2116343.929,1,dead_end,40.37,0.0335,2010.5,37.15,77.52,5,True,48.44123456790123,False,32.49,35.96,True,0.043671728395061726,False,False,False
J38,280562.339,2116865.362,1,dead_end,46.79,0.03618,2171.6,22.79,69.58,1,True,44.577999999999996,True,52.72,66.21,True,0.2977485,False,False,False
J39,280574.022,2116861.869,1,dead_end,46.95,0.0169,1014.3,22.63,69.58,1,True,44.577999999999996,True,52.72,66.21,True,0.2977485,False,False,False
J40,280576.379,2116951.25,1,dead_end,47.79,0.41305,24791.1,28.71,76.5,1,True,44.577999999999996,True,52.72,66.21,True,0.2977485,True,True,True
J41,280577.794,2116858.62,3,junction,46.95,0.28405,17048.8,22.63,69.58,1,True,44.577999999999996,True,52.72,66.21,True,0.2977485,False,False,True
J42,280578.552,2116302.115,4,junction,41.32,0.03323,1994.4,36.21,77.53,5,True,48.44123456790123,False,32.49,35.96,True,0.043671728395061726,False,False,False
J43,280580.717,2116173.606,1,dead_end,41.73,0.02052,1231.5,35.73,77.46,3,True,42.5,False,27.81,35.73,True,0.04089285714285714,False,False,False
J44,280585.629,2116143.013,1,dead_end,40.74,0.0214,1284.7,34.97,75.71,3,True,42.5,False,27.81,35.73,False,0.04089285714285714,False,False,False
J45,280586.773,2116117.181,3,junction,41.3,0.03616,2170.1,34.42,75.72,3,True,42.5,False,27.81,35.73,False,0.04089285714285714,False,False,False
J46,280587.358,2116471.393,1,dead_end,47.13,0.14607,8767.1,23.04,70.17,5,True,48.44123456790123,False,32.49,35.96,True,0.043671728395061726,True,False,False
J47,280592.75,2116223.071,1,dead_end,40.69,0.0342,2052.5,36.79,77.48,5,True,48.44123456790123,False,32.49,35.96,True,0.043671728395061726,False,False,False
J48,280598.841,2116170.057,3,junction,41.73,0.0301,1806.5,35.73,77.46,3,True,42.5,False,27.81,35.73,True,0.04089285714285714,False,False,False
J49,280602.935,2116113.678,1,dead_end,41.3,0.03784,2271.4,34.41,75.71,3,True,42.5,False,27.81,35.73,False,0.04089285714285714,False,False,False
J50,280606.162,2116643.137,1,dead_end,47.66,0.36026,21622.7,21.17,68.83,4,True,50.87396226415095,False,38.28,46.39,True,0.08871490566037735,True,False,False
J51,280607.894,2116557.013,3,junction,47.69,0.13414,8050.9,21.9,69.59,5,True,48.44123456790123,False,32.49,35.96,True,0.043671728395061726,True,False,False
J52,280610.264,2116219.872,4,junction,40.69,0.02404,1442.9,36.8,77.49,5,True,48.44123456790123,False,32.49,35.96,True,0.043671728395061726,False,False,False
J53,280611.631,2116354.588,1,dead_end,44.58,0.10573,6345.7,32.14,76.72,5,True,48.44123456790123,False,32.49,35.96,True,0.043671728395061726,True,False,False
J54,280615.97,2116056.56,1,dead_end,42.09,0.06726,4037.0,36.97,79.06,3,True,42.5,False,27.81,35.73,True,0.04089285714285714,True,False,False
J55,280616.459,2116518.743,1,dead_end,46.34,0.0872,5234.0,23.22,69.56,5,True,48.44123456790123,False,32.49,35.96,True,0.043671728395061726,True,False,False
J56,280619.055,2116275.681,3,junction,42.94,0.03937,2363.3,34.58,77.52,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,False,False,False
J57,280619.297,2117463.971,1,dead_end,54.27,0.10019,6013.2,56.79,111.06,2,True,54.91976744186047,False,49.51,58.98,False,0.062293604651162786,True,False,False
J58,280620.894,2117524.905,1,dead_end,57.29,0.03322,1993.7,53.66,110.95,2,True,54.91976744186047,True,49.51,58.98,False,0.062293604651162786,False,False,False
J59,280622.228,2116313.185,5,junction,42.69,0.02808,1685.3,34.92,77.61,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,False,False,False
J60,280624.364,2117523.842,1,dead_end,57.29,0.00174,104.3,54.37,111.66,2,True,54.91976744186047,True,49.51,58.98,False,0.062293604651162786,False,False,False
J61,280630.653,2117525.225,1,dead_end,56.93,0.00429,257.6,54.03,110.96,2,True,54.91976744186047,True,49.51,58.98,False,0.062293604651162786,False,False,False
J62,280630.728,2117575.086,1,dead_end,58.34,0.16176,9709.0,53.22,111.56,2,True,54.91976744186047,True,49.51,58.98,False,0.062293604651162786,True,False,False
J63,280633.373,2117516.567,1,dead_end,56.77,0.00346,207.7,54.89,111.66,2,True,54.91976744186047,True,49.51,58.98,False,0.062293604651162786,False,False,False
J64,280636.289,2117501.502,4,junction,56.52,0.01084,650.9,54.43,110.95,2,True,54.91976744186047,True,49.51,58.98,False,0.062293604651162786,False,False,False
J65,280637.405,2117501.845,4,junction,56.52,0.00274,164.2,54.44,110.96,2,True,54.91976744186047,True,49.51,58.98,False,0.062293604651162786,False,False,False
J66,280637.73,2117187.067,3,junction,51.37,0.09521,5714.2,58.98,110.35,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,True,False,False
J67,280637.828,2116201.925,1,dead_end,44.94,0.04214,2529.3,32.54,77.48,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,False,False,False
J68,280641.404,2117187.243,4,junction,51.37,0.00399,239.2,58.99,110.36,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J69,280641.841,2115979.004,1,dead_end,43.95,0.0979,5875.7,31.76,75.71,3,True,42.5,True,27.81,35.73,False,0.04089285714285714,True,False,True
J70,280642.129,2117189.622,3,junction,51.37,0.01459,876.0,58.99,110.36,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J71,280643.031,2117527.948,4,junction,57.04,0.04594,2757.2,54.62,111.66,2,True,54.91976744186047,True,49.51,58.98,False,0.062293604651162786,False,False,False
J72,280643.564,2116034.311,1,dead_end,42.25,0.02432,1459.4,36.86,79.11,3,True,42.5,False,27.81,35.73,True,0.04089285714285714,False,False,False
J73,280645.213,2117519.589,4,junction,56.77,0.01694,1016.9,54.89,111.66,2,True,54.91976744186047,True,49.51,58.98,False,0.062293604651162786,False,False,False
J74,280646.841,2117468.552,6,junction,52.58,0.00914,548.4,58.5,111.08,2,True,54.91976744186047,False,49.51,58.98,False,0.062293604651162786,False,False,False
J75,280648.687,2115988.474,3,junction,43.95,0.00934,560.8,31.77,75.72,3,True,42.5,True,27.81,35.73,False,0.04089285714285714,False,False,False
J76,280648.886,2117505.374,1,dead_end,56.62,0.03351,2011.5,54.33,110.95,2,True,54.91976744186047,True,49.51,58.98,False,0.062293604651162786,False,False,False
J77,280652.436,2117447.921,3,junction,52.58,0.03961,2377.1,58.5,111.08,2,True,54.91976744186047,False,49.51,58.98,False,0.062293604651162786,False,False,False
J78,280652.953,2117448.012,4,junction,52.58,0.00551,331.0,58.5,111.08,2,True,54.91976744186047,False,49.51,58.98,False,0.062293604651162786,False,False,False
J79,280653.816,2115989.834,3,junction,43.95,0.01285,771.5,31.77,75.72,3,True,42.5,True,27.81,35.73,False,0.04089285714285714,False,False,False
J80,280654.9,2115982.85,1,dead_end,43.95,0.02335,1401.2,31.77,75.72,3,True,42.5,True,27.81,35.73,False,0.04089285714285714,False,False,False
J81,280656.112,2116063.885,1,dead_end,43.87,0.01795,1077.2,35.24,79.11,3,True,42.5,True,27.81,35.73,False,0.04089285714285714,False,False,False
J82,280656.591,2117187.971,5,junction,51.16,0.00525,315.0,59.32,110.48,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J83,280657.664,2117140.292,1,dead_end,50.41,0.22915,13753.7,59.89,110.3,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,True,False,False
J84,280657.993,2117470.407,1,dead_end,52.58,0.03524,2115.0,58.5,111.08,2,True,54.91976744186047,False,49.51,58.98,False,0.062293604651162786,False,False,False
J85,280659.52,2116303.716,1,dead_end,46.24,0.02482,1489.5,33.01,79.25,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,False,False,False
J86,280661.699,2117200.982,1,dead_end,51.24,0.00201,120.4,59.26,110.5,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J87,280661.734,2117202.982,4,junction,51.22,0.0192,1152.5,59.28,110.5,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J88,280662.312,2116029.513,3,junction,42.79,0.02519,1511.8,36.32,79.11,3,True,42.5,True,27.81,35.73,True,0.04089285714285714,False,False,False
J89,280663.35,2117449.842,1,dead_end,52.58,0.0691,4147.4,58.5,111.08,2,True,54.91976744186047,False,49.51,58.98,False,0.062293604651162786,True,False,False
J90,280666.553,2116321.452,4,junction,46.24,0.03665,2199.5,33.01,79.25,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,False,False,False
J91,280667.287,2117184.327,4,junction,51.08,0.00502,301.5,59.4,110.48,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J92,280668.473,2116090.652,1,dead_end,44.84,0.02254,1353.0,34.27,79.11,3,True,42.5,True,27.81,35.73,False,0.04089285714285714,False,False,False
J93,280669.331,2116254.703,1,dead_end,44.56,0.02588,1553.2,34.58,79.14,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,False,False,False
J94,280669.504,2117289.154,4,junction,52.04,0.15579,9350.8,58.76,110.8,2,True,54.91976744186047,False,49.51,58.98,False,0.062293604651162786,True,False,False
J95,280672.263,2117198.614,3,junction,51.15,0.00252,151.4,59.35,110.5,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J96,280672.424,2116122.708,1,dead_end,44.51,0.04483,2690.8,34.6,79.11,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,True,False,False
J97,280672.949,2117200.584,5,junction,51.15,0.00419,251.7,59.36,110.51,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J98,280673.102,2116051.829,3,junction,43.33,0.03157,1894.6,35.78,79.11,3,True,42.5,True,27.81,35.73,True,0.04089285714285714,False,False,False
J99,280676.311,2117180.351,1,dead_end,50.96,0.03348,2009.3,59.52,110.48,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J100,280678.818,2117353.668,3,junction,47.71,0.11903,7144.3,63.36,111.07,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,True,False,False
J101,280679.151,2117287.037,4,junction,52.04,0.02164,1298.7,58.74,110.78,2,True,54.91976744186047,False,49.51,58.98,False,0.062293604651162786,False,False,False
J102,280680.57,2117221.85,4,junction,51.53,0.02113,1268.3,58.99,110.52,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J103,280681.572,2116221.149,1,dead_end,45.38,0.02029,1218.1,33.75,79.13,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,False,False,False
J104,280684.356,2116261.118,3,junction,44.56,0.03108,1865.6,34.58,79.14,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,False,False,False
J105,280688.724,2117352.885,4,junction,47.71,0.00794,476.5,63.42,111.13,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J106,280689.113,2117351.394,4,junction,47.71,0.00046,27.8,63.4,111.11,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J107,280690.536,2117345.942,3,junction,47.71,0.01496,898.2,63.39,111.1,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J108,280692.305,2117350.689,3,junction,47.71,0.00138,82.7,63.39,111.1,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J109,280692.807,2117255.59,4,junction,52.75,0.01791,1074.9,57.89,110.64,2,True,54.91976744186047,False,49.51,58.98,False,0.062293604651162786,False,False,False
J110,280692.9,2117352.284,4,junction,47.71,0.04649,2790.6,63.39,111.1,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,False,False,False
J111,280694.772,2116224.171,3,junction,45.38,0.03278,1967.4,33.75,79.13,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,False,False,False
J112,280694.889,2116094.207,5,junction,45.96,0.0134,804.6,33.15,79.11,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,False,False,False
J113,280695.821,2117213.442,1,dead_end,51.69,0.02038,1223.3,58.83,110.52,2,True,54.91976744186047,False,49.51,58.98,False,0.062293604651162786,False,False,False
J114,280696.286,2116178.781,1,dead_end,45.74,0.04685,2811.9,33.37,79.11,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,True,False,False
J115,280702.902,2116096.189,4,junction,45.96,0.02253,1352.3,33.15,79.11,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,False,False,False
J116,280702.902,2116720.316,1,dead_end,51.21,0.28439,17068.9,40.67,91.88,4,True,50.87396226415095,True,38.28,46.39,False,0.08871490566037735,True,False,False
J117,280703.348,2117253.02,1,dead_end,52.75,0.04565,2740.0,57.89,110.64,2,True,54.91976744186047,False,49.51,58.98,False,0.062293604651162786,False,False,False
J118,280705.955,2116703.626,1,dead_end,51.21,0.15353,9215.1,41.27,92.48,4,True,50.87396226415095,True,38.28,46.39,False,0.08871490566037735,True,False,False
J119,280707.58,2116341.134,5,junction,48.31,0.05765,3460.0,28.54,76.85,5,True,48.44123456790123,False,32.49,35.96,True,0.043671728395061726,True,False,False
J120,280711.747,2116597.376,4,junction,51.31,0.15566,9343.0,18.36,69.67,4,True,50.87396226415095,True,38.28,46.39,True,0.08871490566037735,True,True,True
J121,280712.686,2116329.38,3,junction,48.31,0.02411,1447.1,32.84,81.15,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,False,False,False
J122,280713.046,2116564.858,5,junction,51.14,0.1651,9909.5,18.53,69.67,4,True,50.87396226415095,True,38.28,46.39,True,0.08871490566037735,True,True,True
J123,280714.095,2116466.584,3,junction,50.56,0.3149,18900.6,19.82,70.38,5,True,48.44123456790123,True,32.49,35.96,True,0.043671728395061726,True,True,True
J124,280717.111,2116140.268,1,dead_end,47.42,0.02022,1213.8,31.7,79.12,5,True,48.44123456790123,False,32.49,35.96,True,0.043671728395061726,False,False,False
J125,280717.26,2115971.27,1,dead_end,43.97,0.05782,3470.3,31.65,75.62,3,True,42.5,True,27.81,35.73,False,0.04089285714285714,True,False,False
J126,280724.166,2116338.995,1,dead_end,48.31,0.05096,3058.4,28.54,76.85,5,True,48.44123456790123,False,32.49,35.96,True,0.043671728395061726,True,False,False
J127,280724.257,2117321.619,1,dead_end,51.74,0.10594,6358.3,58.83,110.57,2,True,54.91976744186047,False,49.51,58.98,False,0.062293604651162786,True,False,False
J128,280728.316,2116147.276,4,junction,47.42,0.03495,2097.4,31.7,79.12,5,True,48.44123456790123,False,32.49,35.96,True,0.043671728395061726,False,False,False
J129,280737.712,2117019.488,3,junction,50.55,0.28903,17347.6,36.79,87.34,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,True,False,False
J130,280737.821,2117201.686,1,dead_end,53.42,0.06986,4192.8,57.05,110.47,2,True,54.91976744186047,False,49.51,58.98,False,0.062293604651162786,True,False,False
J131,280743.876,2116110.876,4,junction,48.75,0.04092,2455.9,30.36,79.11,5,True,48.44123456790123,True,32.49,35.96,True,0.043671728395061726,False,False,False
J132,280746.746,2116274.927,1,dead_end,48.41,0.03715,2229.5,33.69,82.1,5,True,48.44123456790123,False,32.49,35.96,False,0.043671728395061726,False,False,False
J133,280751.768,2116064.426,1,dead_end,48.28,0.03815,2289.6,30.83,79.11,5,True,48.44123456790123,False,32.49,35.96,True,0.043671728395061726,False,False,False
J134,280756.436,2116282.946,4,junction,49.61,0.01363,818.0,32.49,82.1,5,True,48.44123456790123,True,32.49,35.96,True,0.043671728395061726,False,False,False
J135,280759.225,2117029.568,1,dead_end,50.55,0.12941,7767.0,36.75,87.3,2,True,54.91976744186047,False,49.51,58.98,True,0.062293604651162786,True,False,False
J136,280761.586,2116069.907,4,junction,48.28,0.03831,2299.3,30.83,79.11,5,True,48.44123456790123,False,32.49,35.96,True,0.043671728395061726,False,False,False
